sample_id,filename,split
481,0710shio60_DJI_20250710161415_0035_D.JPG,test
482,0710shio60_DJI_20250710161529_0072_D.JPG,test
483,0710shio60_DJI_20250710161541_0078_D.JPG,test
484,0710shio60_DJI_20250710161310_0002_D.JPG,test
485,0710shio60_DJI_20250710161331_0013_D.JPG,test
486,0710tai60_DJI_20250710154844_0326_D.JPG,test
487,0710shio60_DJI_20250710161353_0024_D.JPG,test
488,0710tai60_DJI_20250710154800_0304_D.JPG,test
489,0710tai60_DJI_20250710154554_0241_D.JPG,test
490,0710tai60_DJI_20250710155040_0384_D.JPG,test
491,0710tai60_DJI_20250710154314_0161_D.JPG,test
492,0710tai60_DJI_20250710155046_0387_D.JPG,test
493,0710tai60_DJI_20250710154132_0110_D.JPG,test
494,0710shio60_DJI_20250710161345_0020_D.JPG,test
495,0710tai60_DJI_20250710153916_0042_D.JPG,test
496,0710shio60_DJI_20250710161731_0133_D.JPG,test
497,0710tai60_DJI_20250710154236_0142_D.JPG,test
498,0710tai60_DJI_20250710155024_0376_D.JPG,test
499,0710shio60_DJI_20250710161427_0041_D.JPG,test
500,0710tai60_DJI_20250710154912_0340_D.JPG,test
501,0710shio60_DJI_20250710161441_0048_D.JPG,test
502,0710tai60_DJI_20250710154634_0261_D.JPG,test
503,0710tai60_DJI_20250710154010_0069_D.JPG,test
504,0710tai60_DJI_20250710154546_0237_D.JPG,test
505,0710tai60_DJI_20250710154702_0275_D.JPG,test
506,0710tai60_DJI_20250710154412_0190_D.JPG,test
507,0710shio60_DJI_20250710161717_0126_D.JPG,test
508,0710tai60_DJI_20250710154944_0356_D.JPG,test
509,0710tai60_DJI_20250710155016_0372_D.JPG,test
510,0710shio60_DJI_20250710161703_0119_D.JPG,test
511,0710shio60_DJI_20250710161527_0071_D.JPG,test
512,0710tai60_DJI_20250710154530_0229_D.JPG,test
513,0710tai60_DJI_20250710154326_0167_D.JPG,test
514,0710tai60_DJI_20250710154600_0244_D.JPG,test
515,0710tai60_DJI_20250710154920_0344_D.JPG,test
516,0710tai60_DJI_20250710154640_0264_D.JPG,test
517,0710tai60_DJI_20250710154618_0253_D.JPG,test
